news_url,url_protocol,url_www,url_level,total_sentences,word_size,avg_word_per_sentence,no_of_words_in_title,count_punct,noun,verb,adjective,adverb,preposition,conjunction,interjection,noun_density,verb_density,adjective_density,adverb_density,preposition_density,conjunction_density,interjection_density,total_retweets,total_favorites,total_ids,total_available_ids,percentage_avai_ids,target
radaronline.com/videos/irina-shayk-pregnant-bradley-cooper-miserable-fight-breakup-engaged/,0,0,4,2.833213344,5.402677382,2.695471419,13,3.828641396,80,35,29,10,25,9,0,0.36199095,0.158371041,0.131221719,0.045248869,0.113122172,0.040723982,0,1.386294361,2.890371758,18,14,0.777777778,1
people.com/style/khloe-kardashian-wears-engagement-like-ring-date-with-tristan-thompson/,0,0,4,2.995732274,5.976350909,3.07658437,15,3.761200116,141,76,46,14,59,10,0,0.358778626,0.193384224,0.117048346,0.03562341,0.150127226,0.025445293,0,0,0,2,2,1,1
www.amazon.com/Mary-Kate-Ashley-Olsen-Greatest-Hits/dp/B00003ZL3R,0,1,4,1.098612289,3.401197382,2.740840024,6,1.609437912,12,7,3,2,3,0,0,0.413793103,0.24137931,0.103448276,0.068965517,0.103448276,0,0,0,2.772588722,43,41,0.953488372,1
celebrityinsider.org/selena-gomez-really-wants-a-kiss-from-justin-bieber-on-new-years-eve-99938/,0,0,3,2.63905733,5.669880923,3.14547766,13,3.465735903,101,54,26,19,48,5,0,0.349480969,0.186851211,0.089965398,0.065743945,0.166089965,0.017301038,0,0,0,7,6,0.857142857,1
https://omgcheckitout.com/mariah-carey-postpones-christmas-tour-health-issues/,1,0,5,2.48490665,5.379897354,3.027054745,9,3.135494216,67,45,28,11,35,2,0,0.310185185,0.208333333,0.12962963,0.050925926,0.162037037,0.009259259,0,1.098612289,1.609437912,122,112,0.918032787,0
https://abcnews.go.com/GMA/Culture/prince-harry-meghan-markles-royal-wedding/story?id=53312776,1,0,7,5.332718793,8.172446818,2.90083463,13,6.452048954,1392,574,339,70,510,132,0,0.393109291,0.162101101,0.095735668,0.019768427,0.144027111,0.037277605,0,5.777652323,7.138867,220,196,0.890909091,0
www.ibtimes.com/queen-elizabeth-didnt-blast-meghan-markle-diva-behavior-report-says-2701533,0,1,2,3.135494216,5.96100534,2.922672703,11,4.304065093,135,79,34,20,52,14,0,0.348837209,0.204134367,0.087855297,0.051679587,0.134366925,0.036175711,0,0,1.791759469,3,3,1,1
www.newidea.com.au/suri-cruise-secret-plea-to-tom-cruise,0,1,2,2.772588722,5.572154032,2.915967305,10,4.143134726,93,54,24,15,34,8,0,0.354961832,0.20610687,0.091603053,0.057251908,0.129770992,0.030534351,0,0,0.693147181,3,2,0.666666667,1
player.fm/series/daily-update-jeff-bezos/rihanna-boyfriend-hassan-jameel-have-not-split-despite-claims-she-dumped-him,0,0,4,2.302585093,4.727387819,2.598565968,12,3.295836866,31,23,15,5,14,2,0,0.276785714,0.205357143,0.133928571,0.044642857,0.125,0.017857143,0,3.784189634,3.912023005,6,4,0.666666667,1
www.glamourmagazine.co.uk/article/lady-gaga-christian-carino,0,1,3,3.871201011,6.784457063,2.985036984,11,4.836281907,325,150,93,54,130,20,0,0.36806342,0.169875425,0.105322763,0.061155153,0.147225368,0.022650057,0,1.098612289,2.197224577,2,2,1,1
https://en.wikipedia.org/wiki/Ocean%27s_8,1,0,5,4.844187086,7.830822995,3.043009578,11,6.576469569,978,384,264,81,332,97,0,0.388712242,0.152623211,0.104928458,0.032193959,0.131955485,0.038553259,0,0,0,15,14,0.933333333,0
www.dailystar.co.uk/showbiz/621405/George-Amal-Clooney-hire-baby-bouncers-protect-newborn-twins-Alex-Ella,0,1,4,2.833213344,5.765191103,3.038552271,11,4.025351691,116,61,27,15,42,12,0,0.364779874,0.191823899,0.08490566,0.047169811,0.132075472,0.037735849,0,1.791759469,2.63905733,33,29,0.878787879,1
https://www.express.co.uk/celebrity-news/903681/Critics-Choice-Awards-2018-Angelina-Jolie-white-feather-dress-Olivia-Munn-Brad-Pritt,1,0,6,2.995732274,6.206575927,3.297784286,12,4.304065093,179,77,67,29,62,14,0,0.361616162,0.155555556,0.135353535,0.058585859,0.125252525,0.028282828,0,4.143134726,2.397895273,84,78,0.928571429,0
http://toofab.com/2017/11/30/matt-lauer-sexual-misconduct-today-late-night-jokes-trump-stephen-colbert-jimmy-kimmel-jimmy-fallon/,1,0,7,3.931825633,6.694562059,2.841414913,11,5.123963979,294,160,79,42,106,18,0,0.364312268,0.19826518,0.097893432,0.05204461,0.131350682,0.022304833,0,1.386294361,0,30,29,0.966666667,0
www.eonline.com/news/926267/russell-crowe-reveals-he-s-officially-divorced-from-danielle-spencer,0,1,4,2.708050201,4.65396035,2.131627295,9,3.401197382,41,20,11,5,11,3,0,0.394230769,0.192307692,0.105769231,0.048076923,0.105769231,0.028846154,0,0,1.386294361,10,9,0.9,1
https://www.instyle.com/news/sex-and-the-city-cast-transformations,1,0,5,2.48490665,5.545177444,3.185601036,10,3.951243719,95,49,16,15,29,14,0,0.37254902,0.192156863,0.062745098,0.058823529,0.11372549,0.054901961,0,0,0,12,11,0.916666667,0
www.ibtimes.co.in/angelina-jolie-headed-physical-meltdown-actress-going-without-food-sleep-754758,0,1,2,3.135494216,5.937536205,2.900422094,14,4.17438727,139,91,28,16,42,17,0,0.367724868,0.240740741,0.074074074,0.042328042,0.111111111,0.044973545,0,1.609437912,2.890371758,31,27,0.870967742,1
https://pagesix.com/2017/07/13/kandi-burruss-thought-kenya-moores-wedding-was-fake/,1,0,8,3.044522438,5.620400866,2.691243083,8,3.784189634,95,60,28,15,42,8,0,0.345454545,0.218181818,0.101818182,0.054545455,0.152727273,0.029090909,0,0.693147181,1.098612289,61,52,0.852459016,0
www.wetpaint.com/rob-kardashian-blac-chyna-dna-test-1581559/,0,1,3,2.079441542,5.209486153,3.295836866,11,2.833213344,77,34,12,15,24,3,0,0.423076923,0.186813187,0.065934066,0.082417582,0.131868132,0.016483516,0,0,0,7,7,1,1
madamenoire.com/832253/rihanna-pregnancy-rumors/,0,0,4,2.944438979,5.537334267,2.711747063,9,3.713572067,80,63,32,15,23,10,0,0.316205534,0.249011858,0.126482213,0.059288538,0.090909091,0.039525692,0,0,0.693147181,6,5,0.833333333,1
https://www.dailymail.co.uk/femail/article-5578709/Did-Meghan-secretly-spend-Easter-Los-Angeles.html,1,0,6,2.833213344,6.056784013,3.31872116,9,4.204692619,170,81,34,12,63,19,0,0.399061033,0.190140845,0.079812207,0.028169014,0.147887324,0.044600939,0,0.693147181,0.693147181,55,54,0.981818182,0
dailycaller.com/2016/10/05/jennifer-anistons-mothers-caregiver-writing-tell-all-book-to-expose-actress/,0,0,6,3.36729583,5.976350909,2.710428324,10,4.234106505,150,80,33,23,50,15,0,0.381679389,0.203562341,0.083969466,0.058524173,0.127226463,0.038167939,0,4.908814649,5.995620508,94.53782692,79.91149399,0.873621784,1
www.digitalspy.com/movies/news/a822669/kristen-stewart-twilight-robert-pattinson-split-interview/,0,1,6,3.36729583,6.300785795,3.016934481,8,4.574710979,188,124,57,27,74,19,0,0.345588235,0.227941176,0.104779412,0.049632353,0.136029412,0.034926471,0,0,1.386294361,5,4,0.8,1
www.lifeandstylemag.com/posts/kylie-jenner-travis-scott-jennifer-lopez-vmas-164963,0,1,3,2.708050201,5.666426688,3.071369688,16,4.007333185,112,57,14,21,36,10,0,0.388888889,0.197916667,0.048611111,0.072916667,0.125,0.034722222,0,6.343880434,8.191186005,1009,786,0.778989098,1
www.teenvogue.com/story/justin-bieber-grammys-2017-instagram-live-eats-sushi,0,1,3,2.944438979,5.981414211,3.133075835,10,4.189654742,133,71,39,28,55,10,0,0.336708861,0.179746835,0.098734177,0.070886076,0.139240506,0.025316456,0,2.995732274,2.48490665,18,18,1,1
www.billboard.com/articles/columns/pop/8464893/justin-bieber-dating-history-timeline,0,1,6,4.510859507,7.618251098,3.161246712,7,5.669880923,766,333,204,80,278,66,0,0.376597837,0.163716814,0.100294985,0.039331367,0.1366765,0.032448378,0,0,0,1,0,0,1
www.cinemablend.com/television/1602681/how-much-alec-baldwin-makes-per-episode-for-portraying-trump-on-snl,0,1,4,1.609437912,4.820281566,3.457892725,12,2.833213344,40,22,14,8,21,6,0,0.325203252,0.178861789,0.113821138,0.06504065,0.170731707,0.048780488,0,0,1.098612289,19,12,0.631578947,1
https://www.desmoinesregister.com/story/news/crime-and-courts/2018/09/24/judge-dismisses-contempt-court-charge-journalist-who-filmed-bachelor-chris-soules-court-appearance/1370935002/,1,0,12,3.583518938,6.408528791,2.907681395,12,4.605170186,236,120,40,27,92,13,0,0.389438944,0.198019802,0.066006601,0.044554455,0.151815182,0.021452145,0,2.772588722,4.143134726,89,72,0.808988764,0
www.popsugar.com/celebrity/Robert-Pattinson-Talking-About-Playing-Edward-Cullen-Video-21810258,0,1,3,1.098612289,3.737669618,3.068052935,8,1.386294361,19,8,2,0,8,1,0,0.463414634,0.195121951,0.048780488,0,0.195121951,0.024390244,0,1.609437912,2.63905733,8,8,1,1
radaronline.com/videos/celine-dion-the-voice-diva-gwen-stefani-mentor/,0,0,4,2.890371758,5.564520407,2.790804162,8,3.737669618,98,48,19,8,38,12,0,0.376923077,0.184615385,0.073076923,0.030769231,0.146153846,0.046153846,0,2.079441542,3.218875825,20,15,0.75,1
https://www.macduggal.com/wags-atlanta-bts-mac-duggal-nyfw/,1,0,5,2.079441542,4.934473933,3.030823593,7,2.564949357,64,17,12,2,18,3,0,0.463768116,0.123188406,0.086956522,0.014492754,0.130434783,0.02173913,0,0,0,1,1,1,0
https://www.instyle.com/news/adele-celine-dion-health-issues,1,0,5,2.197224577,5.38907173,3.341093458,11,3.135494216,66,40,20,8,35,6,0,0.302752294,0.183486239,0.091743119,0.036697248,0.160550459,0.027522936,0,2.302585093,4.007333185,33,32,0.96969697,0
https://us.blastingnews.com/showbiz-tv/2017/12/scheana-marie-may-not-spend-christmas-with-robert-parks-valletta-after-all-002227559.html,1,0,7,2.708050201,6.049733455,3.440875865,11,4.454347296,145,91,48,17,64,14,0,0.342789598,0.215130024,0.113475177,0.040189125,0.151300236,0.033096927,0,0,0,62,57,0.919354839,0
en.wikipedia.org/wiki/Wedding_of_Prince_Harry_and_Meghan_Markle,0,0,3,5.375278408,8.416488487,3.092098977,7,7.088408779,1820,596,430,88,707,175,0,0.402654867,0.131858407,0.095132743,0.019469027,0.156415929,0.038716814,0,7.258412151,8.787678239,1046,832,0.79541109,1
hollywoodlife.com/2018/03/26/brad-pitt-sees-his-kids-multiple-times-week-more-often/,0,0,6,3.218875825,6.08221891,2.955344213,17,4.304065093,156,92,38,38,53,16,0,0.356979405,0.210526316,0.086956522,0.086956522,0.121281465,0.036613272,0,0,0,7,5,0.714285714,1
celebrityinsider.org/jennifer-aniston-is-reportedly-heartbroken-over-justin-therouxs-plans-to-move-in-with-emma-stone-162385/,0,0,3,3.401197382,6.336825731,3.017898569,15,4.418840608,204,109,50,28,92,25,0,0.361702128,0.193262411,0.088652482,0.04964539,0.163120567,0.044326241,0,0,0,1,1,1,1
www.tmz.com/2017/09/16/kevin-hart-apologizes-to-wife-kids-alleged-extorition/,0,1,6,2.890371758,5.459585514,2.692239595,15,3.496507561,80,51,11,12,29,8,0,0.341880342,0.217948718,0.047008547,0.051282051,0.123931624,0.034188034,0,1.945910149,2.63905733,74,64,0.864864865,1
https://people.com/parents/snooki-happy-fifth-birthday-son-lorenzo/,1,0,6,3.258096538,5.786897381,2.63905733,16,3.931825633,139,56,33,12,38,13,0,0.427692308,0.172307692,0.101538462,0.036923077,0.116923077,0.04,0,0,0,72,64,0.888888889,0
www.romper.com/p/is-beyonce-at-the-2018-grammys-twitter-is-searching-for-the-star-8041861,0,1,3,3.663561646,6.473890696,2.891832679,12,4.634728988,200,127,76,48,86,18,0,0.309119011,0.196290572,0.117465224,0.074188563,0.132921175,0.027820711,0,0,0,1,1,1,1
